site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00307,1.37519,114.03242,Sarawak,Sarawak,2,1,"GSM,LTE",True,5.32,osm,10.42,6.1,11.82,4.346,0.672,8740.0,22.99,1.885,16477.0,50277.0,3.05,291,0,,0,0,,,unknown,0.4572,3.05,12.7,43.4,pvout:+0.35|dist_road:+0.26|population:+0.04|slope:-0.15
MY-00309,4.80869,104.07975,Pahang,Peninsular,5,3,GSM,False,10.85,predicted,7.51,5.1,8.36,3.911,0.651,8457.0,22.24,1.611,13626.0,47852.0,3.51,856,1,7889.0,30,6,10693.0,-2803.0,thin,0.4648,3.51,38.5,49.8,pvout:+0.10|dist_road:+0.06|population:+0.23|slope:-0.04
MY-00310,4.52888,110.75881,Sarawak,Sarawak,2,3,"GSM,UMTS",False,17.48,predicted,12.97,3.9,14.1,3.963,0.653,8491.0,22.33,2.066,17538.0,51873.0,2.96,1456,0,,0,0,,,unknown,0.4305,2.96,65.2,55.9,pvout:+0.07|dist_road:+0.10|population:-0.06|slope:-0.16
MY-00313,3.09804,100.66896,Pahang,Peninsular,1,3,"GSM,LTE",False,6.99,osm,5.81,0.2,5.84,3.562,0.633,8230.0,21.65,1.412,11621.0,46089.0,3.97,528,0,11811.0,27,6,11042.0,768.0,strong,0.4696,3.97,24.4,40.6,pvout:+0.24|dist_road:+0.17|population:+0.24|slope:+0.00
MY-00317,2.90599,111.29541,Sarawak,Sarawak,6,1,GSM,False,14.36,osm,8.53,2.0,8.9,3.889,0.649,8443.0,22.2,1.654,13966.0,48233.0,3.45,2747,1,,0,0,,,unknown,0.4604,3.45,123.7,61.9,pvout:+0.37|dist_road:+0.31|population:+0.26|slope:+0.09
MY-00318,2.68274,104.25445,Pahang,Peninsular,2,3,"LTE,NR",False,13.07,osm,2.67,5.2,2.98,3.804,0.645,8388.0,22.06,1.186,9946.0,44086.0,4.43,432,0,17584.0,21,5,10690.0,6894.0,strong,0.5004,4.43,19.6,41.0,pvout:+0.16|dist_road:+0.11|population:-0.12|slope:-0.03
MY-00319,5.08686,118.96835,Sabah,Sabah,4,3,"LTE,NR",False,16.13,predicted,38.05,1.3,39.13,3.548,0.632,8221.0,21.62,4.045,33252.0,69390.0,2.09,213,0,,0,0,,,unknown,0.3116,2.09,9.9,37.0,pvout:+0.29|dist_road:+0.08|population:+0.21|slope:+0.02
MY-00320,4.99947,115.61214,Sabah,Sabah,6,2,"GSM,LTE",False,17.74,predicted,11.63,3.8,12.62,3.789,0.644,8378.0,22.03,1.948,16321.0,50834.0,3.11,910,0,9385.0,42,18,10605.0,-1219.0,thin,0.4334,3.11,41.3,49.3,pvout:+0.27|dist_road:+0.18|population:-0.12|slope:-0.07
MY-00321,1.48072,115.23801,Sarawak,Sarawak,5,3,"GSM,UMTS",False,21.12,osm,0.89,19.2,1.27,3.804,0.645,8387.0,22.06,1.05,8808.0,42886.0,4.87,334,0,,0,0,,,unknown,0.5144,4.87,15.1,39.6,pvout:+0.11|dist_road:+0.23|population:-0.05|slope:-0.16
MY-00322,4.87282,101.36992,Kelantan,Peninsular,2,3,GSM,False,6.99,osm,2.91,4.0,3.16,3.715,0.641,8330.0,21.91,1.2,9998.0,44215.0,4.42,437,0,,0,0,,,unknown,0.4955,4.42,19.9,40.1,pvout:+0.20|dist_road:+0.22|population:-0.02|slope:+0.09
MY-00323,1.52603,113.70747,Sarawak,Sarawak,8,2,LTE,False,10.74,osm,13.54,9.5,16.38,4.178,0.664,8631.0,22.7,2.246,19382.0,53468.0,2.76,4628,0,,0,0,,,unknown,0.4245,2.76,203.9,65.6,pvout:+0.05|dist_road:+0.32|population:-0.20|slope:-0.17
MY-00324,5.84725,116.49463,Sabah,Sabah,1,2,GSM,False,18.06,predicted,18.92,4.5,20.82,3.329,0.621,8079.0,21.25,2.596,20976.0,56572.0,2.7,221,2,,0,0,,,unknown,0.3756,2.7,10.4,33.0,pvout:+0.40|dist_road:+0.27|population:+0.12|slope:+0.00
MY-00325,3.71889,113.14103,Sarawak,Sarawak,8,1,LTE,False,18.51,predicted,18.99,1.1,19.46,3.304,0.62,8063.0,21.21,2.489,20067.0,55621.0,2.77,494,0,,0,0,,,unknown,0.3812,2.77,23.3,39.4,pvout:+0.19|dist_road:+0.29|population:-0.12|slope:+0.03
MY-00326,5.69755,115.49707,Sabah,Sabah,6,1,"LTE,NR",False,15.54,predicted,20.09,6.5,22.99,3.901,0.65,8451.0,22.23,2.769,23396.0,58096.0,2.48,488,0,5727.0,26,5,9663.0,-3936.0,thin,0.3826,2.48,22.0,43.3,pvout:+0.38|dist_road:+0.31|population:+0.17|slope:-0.02
MY-00328,2.07503,111.33493,Sarawak,Sarawak,3,2,"GSM,LTE",False,5.11,predicted,17.06,1.9,17.8,4.021,0.656,8529.0,22.43,2.358,20109.0,54461.0,2.71,955,0,,0,0,,,unknown,0.4119,2.71,42.6,51.0,pvout:+0.23|dist_road:+0.17|population:+0.23|slope:-0.02
MY-00330,1.47313,109.82924,Sarawak,Sarawak,8,1,"GSM,LTE",False,16.46,osm,8.42,2.3,8.85,3.625,0.636,8271.0,21.75,1.65,13646.0,48195.0,3.53,434,1,10038.0,27,11,10640.0,-603.0,strong,0.4513,3.53,20.0,40.3,pvout:+0.20|dist_road:+0.29|population:-0.17|slope:+0.03
MY-00332,2.70842,113.82519,Sarawak,Sarawak,3,1,"GSM,LTE",False,18.96,predicted,3.3,3.2,3.54,3.768,0.643,8364.0,22.0,1.23,10285.0,44476.0,4.32,1272,0,10661.0,36,16,11251.0,-590.0,thin,0.4946,4.32,57.8,52.1,pvout:+0.33|dist_road:+0.12|population:-0.18|slope:-0.00
MY-00333,6.18872,119.0737,Sabah,Sabah,8,3,GSM,False,20.21,osm,23.58,5.3,26.36,4.365,0.673,8752.0,23.02,3.035,26562.0,60453.0,2.28,187,0,,0,0,,,unknown,0.3808,2.28,8.1,39.2,pvout:+0.12|dist_road:+0.35|population:-0.20|slope:-0.17
MY-00334,2.121,101.80164,Pahang,Peninsular,1,3,LTE,False,11.39,predicted,7.07,1.8,7.35,3.803,0.645,8387.0,22.06,1.531,12843.0,47146.0,3.67,15034,4,3706.0,25,6,12103.0,-8396.0,thin,0.4679,3.67,681.6,65.5,pvout:+0.06|dist_road:+0.28|population:+0.09|slope:+0.05
MY-00335,2.59885,109.85042,Sarawak,Sarawak,7,1,"GSM,LTE",False,19.44,osm,22.79,5.4,25.54,3.884,0.649,8440.0,22.2,2.97,25064.0,59877.0,2.39,281,0,,0,0,,,unknown,0.3707,2.39,12.7,39.0,pvout:+0.39|dist_road:+0.23|population:-0.08|slope:-0.22
MY-00336,2.87431,104.23933,Johor,Peninsular,7,3,"GSM,LTE",False,4.26,predicted,5.12,7.3,5.94,4.643,0.687,8933.0,23.49,1.42,12686.0,46161.0,3.64,1980,1,7685.0,30,11,10949.0,-3264.0,thin,0.5089,3.64,84.3,68.4,pvout:+0.35|dist_road:+0.12|population:+0.25|slope:+0.06
MY-00337,3.03969,109.62817,Sarawak,Sarawak,4,3,LTE,False,14.38,osm,20.99,9.6,25.48,3.842,0.647,8412.0,22.12,2.965,24940.0,59833.0,2.4,188,0,,0,0,,,unknown,0.3698,2.4,8.5,36.4,pvout:+0.27|dist_road:+0.23|population:+0.28|slope:+0.01
MY-00341,4.96975,117.96891,Sabah,Sabah,4,1,"GSM,LTE",False,20.27,predicted,19.64,12.4,25.06,3.987,0.654,8506.0,22.37,2.932,24941.0,59542.0,2.39,397,0,,0,0,,,unknown,0.3757,2.39,17.7,42.3,pvout:+0.29|dist_road:+0.18|population:+0.04|slope:-0.11
MY-00342,6.35542,118.64859,Sabah,Sabah,2,1,"GSM,UMTS",False,14.23,predicted,17.42,1.4,17.98,3.958,0.653,8488.0,22.32,2.372,20130.0,54583.0,2.71,226,0,,0,0,,,unknown,0.409,2.71,10.1,37.5,pvout:+0.38|dist_road:+0.24|population:+0.19|slope:-0.24
MY-00343,2.04651,113.83107,Sarawak,Sarawak,3,3,LTE,False,25.12,osm,5.12,2.3,5.38,3.93,0.652,8470.0,22.27,1.375,11649.0,45765.0,3.93,1206,0,,0,0,,,unknown,0.4867,3.93,54.1,53.9,pvout:+0.35|dist_road:+0.18|population:+0.17|slope:-0.24
MY-00344,4.08514,119.2631,Sabah,Sabah,2,1,GSM,False,12.24,osm,0.52,6.4,0.59,3.727,0.641,8338.0,21.93,0.997,8311.0,42414.0,5.1,275,0,,0,0,,,unknown,0.517,5.1,12.5,37.9,pvout:+0.36|dist_road:+0.25|population:+0.03|slope:-0.14
MY-00345,4.89212,115.86331,Sabah,Sabah,5,1,"GSM,UMTS",False,28.13,predicted,7.59,4.9,8.41,3.998,0.655,8513.0,22.39,1.615,13753.0,47890.0,3.48,246,0,3511.0,25,5,10237.0,-6727.0,thin,0.4675,3.48,11.0,39.7,pvout:+0.16|dist_road:+0.14|population:-0.13|slope:-0.09
MY-00346,5.57665,118.478,Sabah,Sabah,5,3,LTE,False,12.24,predicted,19.08,5.4,21.39,4.509,0.68,8846.0,23.26,2.642,23367.0,56973.0,2.44,406,1,,0,0,,,unknown,0.4083,2.44,17.5,46.0,pvout:+0.21|dist_road:+0.17|population:+0.15|slope:-0.10
MY-00347,2.45312,102.29429,Pahang,Peninsular,3,3,"GSM,UMTS",False,3.16,osm,7.07,4.2,7.72,4.263,0.668,8686.0,22.84,1.561,13558.0,47407.0,3.5,5392,2,4477.0,23,10,11502.0,-7025.0,strong,0.4819,3.5,236.0,69.3,pvout:+0.08|dist_road:+0.31|population:+0.01|slope:-0.02
MY-00349,4.21881,100.57748,Kedah,Peninsular,5,1,GSM,False,10.77,osm,2.06,5.1,2.29,4.157,0.663,8617.0,22.66,1.131,9747.0,43604.0,4.47,1808,0,12483.0,36,16,11275.0,1208.0,strong,0.5197,4.47,79.8,59.6,pvout:+0.38|dist_road:+0.28|population:+0.07|slope:-0.06
MY-00350,3.41898,113.98772,Sarawak,Sarawak,1,3,GSM,False,7.49,osm,7.49,10.1,9.17,3.639,0.637,8281.0,21.78,1.675,13870.0,48417.0,3.49,143,1,,0,0,,,unknown,0.4498,3.49,6.6,33.2,pvout:+0.35|dist_road:+0.30|population:-0.11|slope:-0.03
MY-00352,2.43224,112.33551,Sarawak,Sarawak,7,1,"GSM,LTE",False,19.97,osm,1.74,0.5,1.76,4.184,0.664,8635.0,22.71,1.089,9405.0,43232.0,4.6,167,0,6256.0,27,10,10807.0,-4551.0,strong,0.5253,4.6,7.4,38.0,pvout:+0.35|dist_road:+0.29|population:-0.14|slope:-0.10
MY-00353,3.57047,112.41906,Sarawak,Sarawak,7,3,LTE,False,19.11,osm,1.2,2.3,1.26,4.346,0.672,8740.0,22.99,1.05,9175.0,42883.0,4.67,2223,0,6099.0,28,13,11659.0,-5560.0,strong,0.536,4.67,96.7,61.2,pvout:+0.23|dist_road:+0.13|population:+0.14|slope:-0.08
MY-00354,1.34553,112.12959,Sarawak,Sarawak,7,1,"GSM,LTE",False,18.92,predicted,6.6,2.1,6.92,3.669,0.638,8300.0,21.83,1.497,12424.0,46841.0,3.77,1023,1,,0,0,,,unknown,0.466,3.77,46.9,48.7,pvout:+0.15|dist_road:+0.15|population:+0.23|slope:+0.05
MY-00355,0.95649,111.48293,Sarawak,Sarawak,8,2,GSM,False,8.46,osm,14.78,5.8,16.66,3.755,0.643,8356.0,21.98,2.268,18951.0,53665.0,2.83,254,0,3949.0,20,6,9775.0,-5826.0,strong,0.4095,2.83,11.6,37.1,pvout:+0.33|dist_road:+0.32|population:+0.28|slope:-0.08
MY-00356,1.91801,112.62594,Sarawak,Sarawak,1,1,"GSM,UMTS",False,10.64,osm,3.37,5.7,3.8,4.554,0.683,8875.0,23.34,1.251,11100.0,44661.0,4.02,342,0,,0,0,,,unknown,0.5227,4.02,14.7,47.2,pvout:+0.08|dist_road:+0.29|population:+0.12|slope:-0.12
MY-00357,4.10538,118.83843,Sabah,Sabah,3,1,"GSM,UMTS",False,10.58,predicted,12.96,4.7,14.3,3.929,0.651,8469.0,22.27,2.081,17621.0,52008.0,2.95,263,0,9114.0,22,10,9988.0,-874.0,thin,0.4283,2.95,11.8,38.5,pvout:+0.39|dist_road:+0.15|population:+0.25|slope:-0.04
MY-00358,2.77184,112.10068,Sarawak,Sarawak,4,3,"GSM,LTE",False,16.48,predicted,23.53,7.6,27.52,4.447,0.677,8806.0,23.16,3.127,27532.0,61266.0,2.23,248,0,,0,0,,,unknown,0.378,2.23,10.7,40.8,pvout:+0.06|dist_road:+0.31|population:+0.18|slope:-0.03
MY-00359,2.5157,113.06937,Sarawak,Sarawak,5,2,GSM,False,21.87,predicted,2.28,24.9,3.55,3.962,0.653,8490.0,22.33,1.231,10447.0,44483.0,4.26,953,0,6936.0,32,14,9242.0,-2306.0,thin,0.502,4.26,42.7,50.8,pvout:+0.27|dist_road:+0.12|population:-0.09|slope:-0.24
MY-00360,6.10008,115.40039,Sabah,Sabah,7,3,"GSM,LTE",False,13.58,predicted,12.14,4.6,13.38,3.974,0.654,8498.0,22.35,2.008,17062.0,51363.0,3.01,451,0,,0,0,,,unknown,0.4351,3.01,20.2,43.5,pvout:+0.10|dist_road:+0.15|population:+0.07|slope:-0.20
MY-00361,6.3552,102.83532,Terengganu,Peninsular,6,1,LTE,False,16.82,osm,8.07,3.3,8.67,3.808,0.645,8390.0,22.07,1.636,13725.0,48070.0,3.5,16013,6,21677.0,23,8,11936.0,9742.0,strong,0.4591,3.5,725.7,66.3,pvout:+0.25|dist_road:+0.13|population:-0.07|slope:+0.08
MY-00362,4.57231,102.9297,Kedah,Peninsular,6,3,"GSM,LTE",False,9.28,osm,3.75,2.7,3.97,4.183,0.664,8634.0,22.71,1.264,10914.0,44780.0,4.1,6976,3,3473.0,27,12,11913.0,-8440.0,strong,0.5071,4.1,307.2,68.7,pvout:+0.40|dist_road:+0.29|population:-0.17|slope:+0.01
MY-00364,4.22224,114.8091,Sarawak,Sarawak,6,3,GSM,False,16.8,osm,24.47,8.4,29.03,3.589,0.634,8248.0,21.69,3.246,26770.0,62318.0,2.33,1177,0,18191.0,26,11,9588.0,8604.0,strong,0.3481,2.33,54.3,52.2,pvout:+0.11|dist_road:+0.22|population:+0.25|slope:-0.12
MY-00365,4.65249,100.7975,Perak,Peninsular,7,1,LTE,False,14.94,osm,4.08,2.2,4.28,3.794,0.645,8381.0,22.04,1.289,10800.0,44996.0,4.17,1309,0,15288.0,26,11,11305.0,3982.0,strong,0.4899,4.17,59.4,52.7,pvout:+0.38|dist_road:+0.26|population:-0.05|slope:-0.22
MY-00366,6.30626,118.29177,Sabah,Sabah,7,1,GSM,False,24.99,predicted,23.94,2.8,25.42,4.175,0.664,8628.0,22.69,2.961,25545.0,59795.0,2.34,1094,2,8374.0,31,14,10092.0,-1718.0,thin,0.3795,2.34,48.2,53.5,pvout:+0.34|dist_road:+0.19|population:-0.16|slope:-0.21
MY-00367,2.44913,115.37105,Sarawak,Sarawak,5,2,"GSM,LTE",False,19.31,predicted,17.86,3.0,19.04,3.861,0.648,8425.0,22.16,2.456,20689.0,55328.0,2.67,424,1,,0,0,,,unknown,0.4005,2.67,19.1,41.6,pvout:+0.39|dist_road:+0.12|population:+0.28|slope:-0.01
MY-00368,3.06655,103.16515,Kedah,Peninsular,1,1,"GSM,UMTS",True,3.18,osm,3.97,5.3,4.44,3.752,0.643,8354.0,21.97,1.301,10867.0,45105.0,4.15,10201,2,10143.0,23,6,11816.0,-1673.0,strong,0.4871,4.15,464.3,63.7,pvout:+0.16|dist_road:+0.17|population:+0.19|slope:-0.10
MY-00369,6.53889,116.65437,Sabah,Sabah,2,1,GSM,False,9.48,osm,18.32,8.2,21.67,4.203,0.665,8647.0,22.74,2.664,23031.0,57166.0,2.48,901,2,6168.0,24,11,9838.0,-3670.0,strong,0.3978,2.48,39.6,51.2,pvout:+0.08|dist_road:+0.12|population:+0.23|slope:-0.01
MY-00370,3.07481,110.05671,Sarawak,Sarawak,6,3,"GSM,UMTS",False,15.03,osm,16.88,3.7,18.27,4.231,0.667,8665.0,22.79,2.395,20751.0,54787.0,2.64,782,0,,0,0,,,unknown,0.416,2.64,34.3,51.1,pvout:+0.23|dist_road:+0.12|population:+0.04|slope:+0.03
MY-00371,6.47587,100.51059,Johor,Peninsular,7,3,GSM,False,14.72,osm,8.06,3.8,8.74,3.765,0.643,8362.0,21.99,1.641,13724.0,48117.0,3.51,2268,1,8188.0,30,7,11153.0,-2965.0,strong,0.4571,3.51,103.1,59.2,pvout:+0.08|dist_road:+0.35|population:+0.23|slope:-0.14
MY-00372,3.47832,104.19601,Pahang,Peninsular,7,3,LTE,False,6.04,osm,3.35,2.7,3.56,3.964,0.653,8491.0,22.33,1.232,10457.0,44492.0,4.25,11387,3,7196.0,24,8,12118.0,-4922.0,strong,0.5019,4.25,509.9,66.3,pvout:+0.35|dist_road:+0.25|population:+0.13|slope:-0.20
MY-00373,4.96422,100.60194,Pahang,Peninsular,4,3,GSM,False,6.18,osm,5.12,3.4,5.51,3.537,0.632,8214.0,21.6,1.386,11381.0,45855.0,4.03,476,0,16531.0,33,12,10759.0,5772.0,strong,0.4711,4.03,22.0,38.9,pvout:+0.37|dist_road:+0.19|population:+0.20|slope:-0.15
MY-00374,1.52078,100.2151,Johor,Peninsular,5,1,"LTE,NR",True,3.36,osm,4.82,1.6,4.99,3.631,0.637,8275.0,21.76,1.345,11129.0,45494.0,4.09,12560,5,8152.0,21,9,12174.0,-4022.0,strong,0.4784,4.09,577.1,62.6,pvout:+0.16|dist_road:+0.34|population:+0.05|slope:-0.23
MY-00376,5.75635,117.85925,Sabah,Sabah,5,1,GSM,False,9.87,predicted,4.77,4.4,5.24,3.909,0.65,8456.0,22.24,1.364,11536.0,45666.0,3.96,147,0,,0,0,,,unknown,0.487,3.96,6.6,35.9,pvout:+0.34|dist_road:+0.12|population:+0.24|slope:+0.07
MY-00377,5.95056,102.19384,Kelantan,Peninsular,2,2,"GSM,UMTS",True,3.95,osm,8.05,1.3,8.28,3.61,0.635,8261.0,21.73,1.605,13258.0,47796.0,3.61,941,0,11205.0,26,8,11045.0,160.0,strong,0.4546,3.61,43.3,47.6,pvout:+0.08|dist_road:+0.22|population:+0.29|slope:+0.08
MY-00378,4.57318,102.13933,Johor,Peninsular,7,1,GSM,False,15.03,osm,6.4,1.2,6.57,3.685,0.639,8310.0,21.86,1.469,12212.0,46598.0,3.82,383,0,,0,0,,,unknown,0.469,3.82,17.5,38.9,pvout:+0.23|dist_road:+0.25|population:+0.10|slope:-0.18
MY-00379,3.33341,111.83116,Sarawak,Sarawak,7,1,LTE,False,9.32,osm,2.15,1.5,2.22,3.58,0.634,8242.0,21.68,1.126,9278.0,43554.0,4.69,1157,0,5287.0,22,10,11425.0,-6139.0,strong,0.4977,4.69,53.4,49.3,pvout:+0.28|dist_road:+0.15|population:-0.03|slope:-0.10
MY-00380,0.98951,110.6481,Sarawak,Sarawak,1,3,GSM,False,11.37,osm,24.87,0.5,25.15,4.037,0.657,8539.0,22.46,2.939,25095.0,59604.0,2.38,213,1,,0,0,,,unknown,0.3768,2.38,9.5,38.1,pvout:+0.35|dist_road:+0.12|population:-0.07|slope:-0.25
MY-00381,6.05341,117.3076,Sabah,Sabah,8,1,LTE,True,4.94,osm,34.11,3.7,36.94,3.31,0.62,8066.0,21.21,3.872,31231.0,67860.0,2.17,712,0,14780.0,33,12,9284.0,5496.0,strong,0.3126,2.17,33.6,47.2,pvout:+0.10|dist_road:+0.34|population:+0.02|slope:-0.18
MY-00382,5.34662,116.26494,Sabah,Sabah,7,3,GSM,False,16.02,predicted,23.02,11.9,29.1,3.597,0.635,8253.0,21.7,3.251,26833.0,62369.0,2.32,1870,0,11817.0,32,11,9527.0,2290.0,thin,0.348,2.32,86.2,57.2,pvout:+0.39|dist_road:+0.06|population:+0.04|slope:+0.03
MY-00383,3.01205,111.6423,Sarawak,Sarawak,4,3,GSM,False,20.57,osm,26.84,9.9,32.77,3.341,0.622,8087.0,21.27,3.542,28640.0,64938.0,2.27,307,0,,0,0,,,unknown,0.3275,2.27,14.4,38.2,pvout:+0.32|dist_road:+0.11|population:+0.15|slope:-0.03
MY-00384,3.7085,101.796,Terengganu,Peninsular,4,2,GSM,False,14.37,osm,5.26,8.0,6.19,4.026,0.656,8532.0,22.44,1.44,12282.0,46334.0,3.77,1528,0,10101.0,35,12,10777.0,-676.0,strong,0.4843,3.77,68.1,57.8,pvout:+0.29|dist_road:+0.13|population:+0.21|slope:-0.05
MY-00385,4.14026,115.75441,Sabah,Sabah,1,1,"GSM,LTE",False,12.42,predicted,0.95,2.3,1.0,3.359,0.623,8098.0,21.3,1.029,8335.0,42702.0,5.12,163,0,8934.0,24,9,10679.0,-1745.0,thin,0.4988,5.12,7.7,31.0,pvout:+0.30|dist_road:+0.33|population:+0.23|slope:+0.02
MY-00386,2.31381,111.26734,Sarawak,Sarawak,8,2,"GSM,LTE",False,15.02,predicted,2.6,8.8,3.1,3.91,0.65,8456.0,22.24,1.195,10108.0,44172.0,4.37,408,0,,0,0,,,unknown,0.5035,4.37,18.3,41.9,pvout:+0.15|dist_road:+0.07|population:+0.09|slope:-0.24
MY-00387,4.33984,115.67948,Sabah,Sabah,1,2,LTE,False,9.93,predicted,16.3,5.0,18.09,4.392,0.675,8770.0,23.06,2.381,20878.0,54663.0,2.62,7895,3,,0,0,,,unknown,0.4219,2.62,342.3,69.1,pvout:+0.30|dist_road:+0.27|population:+0.08|slope:-0.19
MY-00388,6.26687,104.47511,Kedah,Peninsular,8,2,"GSM,UMTS",False,6.7,osm,3.22,1.5,3.33,4.402,0.675,8776.0,23.08,1.213,10649.0,44331.0,4.16,4350,0,16212.0,42,13,11873.0,4339.0,strong,0.5207,4.16,188.5,68.1,pvout:+0.36|dist_road:+0.23|population:+0.06|slope:-0.05
MY-00389,6.22699,115.62362,Sabah,Sabah,6,2,GSM,False,13.2,osm,5.77,11.0,7.18,3.358,0.623,8098.0,21.3,1.518,12289.0,47023.0,3.83,461,0,16453.0,25,9,10027.0,6427.0,strong,0.4529,3.83,21.6,36.8,pvout:+0.08|dist_road:+0.27|population:-0.17|slope:-0.05
MY-00390,2.62725,110.61232,Sarawak,Sarawak,8,2,LTE,False,11.41,osm,13.44,5.0,14.93,3.99,0.654,8508.0,22.38,2.13,18127.0,52449.0,2.89,326,0,5637.0,34,10,10012.0,-4375.0,strong,0.4266,2.89,14.6,40.5,pvout:+0.11|dist_road:+0.11|population:-0.08|slope:-0.24
MY-00391,5.84072,102.03415,Perak,Peninsular,3,3,"GSM,LTE",True,3.96,osm,6.85,0.5,6.92,3.603,0.635,8257.0,21.72,1.497,12363.0,46843.0,3.79,1914,0,,0,0,,,unknown,0.4636,3.79,88.1,55.1,pvout:+0.36|dist_road:+0.29|population:-0.18|slope:-0.23
MY-00392,1.31118,114.03164,Sarawak,Sarawak,8,1,LTE,False,14.16,osm,0.93,9.9,1.13,3.542,0.632,8217.0,21.61,1.039,8539.0,42790.0,5.01,685,0,7706.0,25,7,10543.0,-2838.0,strong,0.5051,5.01,31.7,44.4,pvout:+0.32|dist_road:+0.05|population:+0.03|slope:-0.21
MY-00393,4.10956,112.47847,Sarawak,Sarawak,4,2,"GSM,LTE",False,8.94,predicted,9.96,7.2,11.55,3.866,0.648,8428.0,22.17,1.863,15705.0,50085.0,3.19,395,0,2451.0,33,14,10079.0,-7628.0,thin,0.4426,3.19,17.8,41.5,pvout:+0.26|dist_road:+0.35|population:-0.11|slope:+0.08
MY-00395,4.76386,114.93162,Sarawak,Sarawak,3,2,GSM,False,22.95,osm,4.32,1.9,4.5,4.08,0.659,8567.0,22.53,1.306,11190.0,45153.0,4.04,231,0,,0,0,,,unknown,0.499,4.04,10.3,40.0,pvout:+0.35|dist_road:+0.35|population:+0.18|slope:+0.05
MY-00396,7.38489,117.81494,Sabah,Sabah,8,1,"LTE,NR",False,29.97,predicted,21.83,6.5,25.0,3.685,0.639,8311.0,21.86,2.927,24325.0,59499.0,2.45,230,0,,0,0,,,unknown,0.3673,2.45,10.5,36.1,pvout:+0.26|dist_road:+0.31|population:-0.14|slope:+0.01
MY-00397,4.23165,101.72448,Kedah,Peninsular,4,3,GSM,False,5.43,osm,3.55,7.3,4.12,4.112,0.661,8587.0,22.59,1.276,10956.0,44884.0,4.1,2893,1,18070.0,35,12,11179.0,6891.0,strong,0.5032,4.1,128.1,64.0,pvout:+0.27|dist_road:+0.07|population:-0.05|slope:-0.17
MY-00399,3.94709,100.02076,Terengganu,Peninsular,6,3,GSM,False,3.7,predicted,8.29,0.7,8.41,3.674,0.639,8303.0,21.84,1.615,13412.0,47889.0,3.57,4142,0,22643.0,26,10,11650.0,10993.0,thin,0.456,3.57,189.7,61.3,pvout:+0.19|dist_road:+0.11|population:-0.06|slope:-0.15
MY-00401,4.05373,116.64078,Sabah,Sabah,5,2,LTE,False,17.27,osm,22.18,7.1,25.68,3.923,0.651,8465.0,22.26,2.981,25233.0,59975.0,2.38,96,0,8131.0,21,9,8880.0,-749.0,strong,0.3712,2.38,4.3,34.7,pvout:+0.26|dist_road:+0.09|population:-0.08|slope:-0.14
MY-00402,5.89578,116.0882,Sabah,Sabah,4,3,LTE,False,15.14,predicted,3.64,9.3,4.38,3.839,0.647,8410.0,22.12,1.297,10906.0,45069.0,4.13,671,0,5707.0,29,10,10440.0,-4733.0,thin,0.4908,4.13,30.3,46.0,pvout:+0.21|dist_road:+0.06|population:+0.30|slope:-0.14
MY-00403,3.13738,100.79425,Pahang,Peninsular,2,3,"GSM,LTE",True,4.2,osm,8.34,3.5,8.98,3.858,0.648,8422.0,22.15,1.661,13986.0,48289.0,3.45,370,0,6901.0,17,8,10477.0,-3576.0,strong,0.4587,3.45,16.7,41.4,pvout:+0.15|dist_road:+0.22|population:+0.23|slope:-0.09
MY-00404,6.55343,118.03673,Sabah,Sabah,8,1,"GSM,LTE",False,14.7,predicted,6.33,2.4,6.66,3.848,0.647,8416.0,22.13,1.477,12430.0,46664.0,3.75,1203,0,,0,0,,,unknown,0.4743,3.75,54.4,53.5,pvout:+0.14|dist_road:+0.22|population:+0.04|slope:-0.10
MY-00405,6.81103,118.01608,Sabah,Sabah,4,2,LTE,False,6.16,osm,16.34,5.8,18.43,3.907,0.65,8454.0,22.23,2.407,20352.0,54899.0,2.7,469,0,,0,0,,,unknown,0.405,2.7,21.1,42.9,pvout:+0.39|dist_road:+0.35|population:+0.08|slope:-0.23
MY-00407,5.8537,117.41059,Sabah,Sabah,4,2,"GSM,LTE",False,10.86,osm,18.37,6.3,20.93,3.945,0.652,8479.0,22.3,2.605,22092.0,56653.0,2.56,1756,0,3422.0,21,5,10263.0,-6841.0,strong,0.3936,2.56,78.7,57.6,pvout:+0.25|dist_road:+0.34|population:+0.26|slope:-0.17
MY-00408,6.14589,99.944,Terengganu,Peninsular,5,1,GSM,False,8.09,osm,6.01,5.6,6.76,3.815,0.646,8395.0,22.08,1.485,12464.0,46734.0,3.75,691,0,14053.0,30,11,10648.0,3405.0,strong,0.4724,3.75,31.3,46.5,pvout:+0.12|dist_road:+0.10|population:+0.21|slope:-0.08
